Time_Stamp,ACCEL_LN_X,ACCEL_LN_Y,ACCEL_LN_Z,GYRO_X,GYRO_Y,GYRO_Z,MAG_X,MAG_Y,MAG_Z,EMG_1,EMG_2,q0,q1,q2,q3,d0,d1,d2,d'0,d'1,d'2
s,m/s^2,m/s^2,m/s^2,deg/s,deg/s,deg/s,localFlux,localFlux,localFlux,mV,mV,scalar,i,j,k,deg,deg,deg,deg,deg,deg
